item_id,transaction_id,sequence,sku,product_name,quantity,unit_price,subtotal,discount_applied,is_void,error_type
TRX-20260901-000030-011,TRX-20260901-000030,11,SKU-1007,Saus Sambal ABC 335ml,2,17500.0,35000.0,0.0,False,NONE
TRX-20260901-000030-012,TRX-20260901-000030,12,SKU-1006,Kecap Manis Bango 520ml,2,25500.0,51000.0,0.0,False,NONE
TRX-20260901-000030-013,TRX-20260901-000030,13,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000030-014,TRX-20260901-000030,14,SKU-1001,Beras Pandan Wangi 5kg,3,78500.0,235500.0,0.0,False,NONE
TRX-20260901-000030-015,TRX-20260901-000030,15,SKU-1002,Minyak Goreng Bimoli 2L,2,37500.0,75000.0,0.0,False,NONE
TRX-20260901-000030-016,TRX-20260901-000030,16,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,2,27500.0,55000.0,0.0,False,NONE
TRX-20260901-000031-001,TRX-20260901-000031,1,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260901-000031-002,TRX-20260901-000031,2,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260901-000031-003,TRX-20260901-000031,3,SKU-5001,Deterjen Rinso Anti Noda 770g,1,23000.0,23000.0,0.0,False,NONE
TRX-20260901-000031-004,TRX-20260901-000031,4,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260901-000031-005,TRX-20260901-000031,5,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000031-006,TRX-20260901-000031,6,SKU-3006,Coca Cola 390ml,2,7500.0,15000.0,0.0,False,NONE
TRX-20260901-000032-001,TRX-20260901-000032,1,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000033-001,TRX-20260901-000033,1,SKU-2007,Sari Roti Tawar Spesial,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000033-002,TRX-20260901-000033,2,SKU-2003,Susu Ultra Milk Cokelat 1L,1,21500.0,21500.0,0.0,False,NONE
TRX-20260901-000034-001,TRX-20260901-000034,1,SKU-3001,Air Mineral Aqua 600ml,2,4000.0,8000.0,0.0,False,NONE
TRX-20260901-000034-002,TRX-20260901-000034,2,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000034-003,TRX-20260901-000034,3,SKU-3002,Air Mineral Le Minerale 600ml,2,3800.0,7600.0,0.0,False,NONE
TRX-20260901-000034-004,TRX-20260901-000034,4,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000034-005,TRX-20260901-000034,5,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,True,VOID_ITEM
TRX-20260901-000034-006,TRX-20260901-000034,6,SKU-3007,Chitato Sapi Panggang 68g,2,12500.0,25000.0,0.0,False,NONE
TRX-20260901-000035-001,TRX-20260901-000035,1,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,False,NONE
TRX-20260901-000035-002,TRX-20260901-000035,2,SKU-4006,Paseo Facial Tissue 250 Sheets,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000035-003,TRX-20260901-000035,3,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,1,27500.0,27500.0,0.0,False,NONE
TRX-20260901-000035-004,TRX-20260901-000035,4,SKU-2003,Susu Ultra Milk Cokelat 1L,1,21500.0,21500.0,0.0,False,NONE
TRX-20260901-000035-005,TRX-20260901-000035,5,SKU-3009,Oreo Original Roll 133g,2,11000.0,22000.0,0.0,False,NONE
TRX-20260901-000035-006,TRX-20260901-000035,6,SKU-3010,SilverQueen Cokelat Mede 58g,1,17000.0,17000.0,0.0,False,NONE
TRX-20260901-000035-007,TRX-20260901-000035,7,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000036-001,TRX-20260901-000036,1,SKU-2006,Mentega Blue Band 200g,2,12500.0,25000.0,0.0,False,NONE
TRX-20260901-000036-002,TRX-20260901-000036,2,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000036-003,TRX-20260901-000036,3,SKU-4004,Sikat Gigi Formula Double Action 3s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000036-004,TRX-20260901-000036,4,SKU-3002,Air Mineral Le Minerale 600ml,2,3800.0,7600.0,0.0,False,NONE
TRX-20260901-000037-001,TRX-20260901-000037,1,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000037-002,TRX-20260901-000037,2,SKU-2004,Yakult Pack isi 5,2,11500.0,23000.0,0.0,False,NONE
TRX-20260901-000037-003,TRX-20260901-000037,3,SKU-5003,Sabun Cuci Piring Sunlight 650ml,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000037-004,TRX-20260901-000037,4,SKU-3007,Chitato Sapi Panggang 68g,2,12500.0,25000.0,0.0,False,NONE
TRX-20260901-000038-001,TRX-20260901-000038,1,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000038-002,TRX-20260901-000038,2,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000038-003,TRX-20260901-000038,3,SKU-2007,Sari Roti Tawar Spesial,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000039-001,TRX-20260901-000039,1,SKU-2005,Keju Kraft Cheddar 165g,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000039-002,TRX-20260901-000039,2,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000039-003,TRX-20260901-000039,3,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000039-004,TRX-20260901-000039,4,SKU-3004,Kopi Kapal Api Spesial Mix 10s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000039-005,TRX-20260901-000039,5,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000039-006,TRX-20260901-000039,6,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260901-000040-001,TRX-20260901-000040,1,SKU-5001,Deterjen Rinso Anti Noda 770g,1,23000.0,23000.0,0.0,False,NONE
TRX-20260901-000040-002,TRX-20260901-000040,2,SKU-2002,Susu Ultra Milk Full Cream 1L,1,21500.0,21500.0,0.0,False,NONE
TRX-20260901-000040-003,TRX-20260901-000040,3,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000040-004,TRX-20260901-000040,4,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260901-000040-005,TRX-20260901-000040,5,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000041-001,TRX-20260901-000041,1,SKU-5001,Deterjen Rinso Anti Noda 770g,5,23000.0,115000.0,0.0,False,NONE
TRX-20260901-000041-002,TRX-20260901-000041,2,SKU-5003,Sabun Cuci Piring Sunlight 650ml,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000041-003,TRX-20260901-000041,3,SKU-1004,Tepung Terigu Segitiga Biru 1kg,2,13500.0,27000.0,0.0,False,NONE
TRX-20260901-000041-004,TRX-20260901-000041,4,SKU-4005,Rexona Deodorant Roll On 45ml,1,20500.0,20500.0,0.0,False,NONE
TRX-20260901-000041-005,TRX-20260901-000041,5,SKU-1010,Sedaap Mie Goreng 90g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000041-006,TRX-20260901-000041,6,SKU-1007,Saus Sambal ABC 335ml,1,17500.0,17500.0,0.0,False,NONE
TRX-20260901-000041-007,TRX-20260901-000041,7,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,2,24000.0,48000.0,0.0,False,NONE
TRX-20260901-000041-008,TRX-20260901-000041,8,SKU-1011,Sarden ABC Saus Tomat 155g,1,12000.0,12000.0,0.0,False,NONE
TRX-20260901-000041-009,TRX-20260901-000041,9,SKU-4002,Shampoo Sunsilk Black Shine 160ml,2,26000.0,52000.0,0.0,False,NONE
TRX-20260901-000041-010,TRX-20260901-000041,10,SKU-1001,Beras Pandan Wangi 5kg,5,78500.0,392500.0,0.0,False,NONE
TRX-20260901-000041-011,TRX-20260901-000041,11,SKU-1009,Indomie Kuah Ayam Bawang 69g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000042-001,TRX-20260901-000042,1,SKU-3001,Air Mineral Aqua 600ml,1,4000.0,4000.0,0.0,False,NONE
TRX-20260901-000042-002,TRX-20260901-000042,2,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000042-003,TRX-20260901-000042,3,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260901-000043-001,TRX-20260901-000043,1,SKU-3008,Taro Net Seaweed 65g,2,9800.0,19600.0,0.0,False,NONE
TRX-20260901-000043-002,TRX-20260901-000043,2,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000043-003,TRX-20260901-000043,3,SKU-2006,Mentega Blue Band 200g,2,12500.0,25000.0,0.0,False,NONE
TRX-20260901-000043-004,TRX-20260901-000043,4,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260901-000043-005,TRX-20260901-000043,5,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000043-006,TRX-20260901-000043,6,SKU-1005,Garam Dapur Cap Kapal 250g,2,5000.0,10000.0,0.0,False,NONE
TRX-20260901-000043-007,TRX-20260901-000043,7,SKU-3001,Air Mineral Aqua 600ml,2,4000.0,8000.0,0.0,False,NONE
TRX-20260901-000043-008,TRX-20260901-000043,8,SKU-4004,Sikat Gigi Formula Double Action 3s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000044-001,TRX-20260901-000044,1,SKU-3004,Kopi Kapal Api Spesial Mix 10s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000044-002,TRX-20260901-000044,2,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000044-003,TRX-20260901-000044,3,SKU-4004,Sikat Gigi Formula Double Action 3s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000044-004,TRX-20260901-000044,4,SKU-1009,Indomie Kuah Ayam Bawang 69g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000044-005,TRX-20260901-000044,5,SKU-3001,Air Mineral Aqua 600ml,2,4000.0,8000.0,0.0,False,NONE
TRX-20260901-000044-006,TRX-20260901-000044,6,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000044-007,TRX-20260901-000044,7,SKU-1005,Garam Dapur Cap Kapal 250g,2,5000.0,10000.0,0.0,False,NONE
TRX-20260901-000045-001,TRX-20260901-000045,1,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,2,24000.0,48000.0,0.0,False,NONE
TRX-20260901-000045-002,TRX-20260901-000045,2,SKU-1003,Gula Pasir Gulaku 1kg,2,17500.0,35000.0,0.0,False,NONE
TRX-20260901-000045-003,TRX-20260901-000045,3,SKU-5005,Baygon Obat Nyamuk Semprot 600ml,1,42000.0,42000.0,0.0,False,NONE
TRX-20260901-000045-004,TRX-20260901-000045,4,SKU-5006,Baterai ABC Alkaline AA 4s,1,21000.0,21000.0,0.0,False,NONE
TRX-20260901-000045-005,TRX-20260901-000045,5,SKU-4004,Sikat Gigi Formula Double Action 3s,3,15500.0,46500.0,0.0,False,NONE
TRX-20260901-000045-006,TRX-20260901-000045,6,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000045-007,TRX-20260901-000045,7,SKU-1007,Saus Sambal ABC 335ml,1,17500.0,17500.0,0.0,False,NONE
TRX-20260901-000045-008,TRX-20260901-000045,8,SKU-1006,Kecap Manis Bango 520ml,2,25500.0,51000.0,0.0,False,NONE
TRX-20260901-000045-009,TRX-20260901-000045,9,SKU-1004,Tepung Terigu Segitiga Biru 1kg,2,13500.0,27000.0,0.0,False,NONE
TRX-20260901-000045-010,TRX-20260901-000045,10,SKU-1011,Sarden ABC Saus Tomat 155g,2,12000.0,24000.0,0.0,False,NONE
TRX-20260901-000045-011,TRX-20260901-000045,11,SKU-5004,Pembersih Lantai Super Pell 770ml,2,14500.0,29000.0,0.0,False,NONE
TRX-20260901-000045-012,TRX-20260901-000045,12,SKU-1001,Beras Pandan Wangi 5kg,2,78500.0,157000.0,0.0,False,NONE
TRX-20260901-000045-013,TRX-20260901-000045,13,SKU-4007,Minyak Telon My Baby 90ml,2,28000.0,56000.0,0.0,False,NONE
TRX-20260901-000045-014,TRX-20260901-000045,14,SKU-1010,Sedaap Mie Goreng 90g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000045-015,TRX-20260901-000045,15,SKU-5001,Deterjen Rinso Anti Noda 770g,1,23000.0,23000.0,0.0,False,NONE
TRX-20260901-000045-016,TRX-20260901-000045,16,SKU-5003,Sabun Cuci Piring Sunlight 650ml,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000045-017,TRX-20260901-000045,17,SKU-4006,Paseo Facial Tissue 250 Sheets,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000045-018,TRX-20260901-000045,18,SKU-5003,Sabun Cuci Piring Sunlight 650ml,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000045-019,TRX-20260901-000045,19,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,1,27500.0,27500.0,0.0,False,NONE
TRX-20260901-000045-020,TRX-20260901-000045,20,SKU-4002,Shampoo Sunsilk Black Shine 160ml,1,26000.0,26000.0,0.0,False,NONE
TRX-20260901-000046-001,TRX-20260901-000046,1,SKU-1009,Indomie Kuah Ayam Bawang 69g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000046-002,TRX-20260901-000046,2,SKU-1012,Kornet Sapi Pronas 198g,1,26000.0,26000.0,0.0,False,NONE
TRX-20260901-000046-003,TRX-20260901-000046,3,SKU-2008,Sari Roti Sobek Cokelat,1,19500.0,19500.0,0.0,False,NONE
TRX-20260901-000046-004,TRX-20260901-000046,4,SKU-4007,Minyak Telon My Baby 90ml,1,28000.0,28000.0,0.0,False,NONE
TRX-20260901-000046-005,TRX-20260901-000046,5,SKU-3012,UNKNOWN PRODUCT,2,3800.0,7600.0,0.0,False,TYPO_SKU
TRX-20260901-000047-001,TRX-20260901-000047,1,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000047-002,TRX-20260901-000047,2,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260901-000047-003,TRX-20260901-000047,3,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,1,27500.0,27500.0,0.0,False,NONE
TRX-20260901-000047-004,TRX-20260901-000047,4,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260901-000047-005,TRX-20260901-000047,5,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000047-006,TRX-20260901-000047,6,SKU-3008,Taro Net Seaweed 65g,1,9800.0,9800.0,0.0,False,NONE
TRX-20260901-000048-001,TRX-20260901-000048,1,SKU-2004,Yakult Pack isi 5,2,11500.0,23000.0,0.0,False,NONE
TRX-20260901-000048-002,TRX-20260901-000048,2,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000048-003,TRX-20260901-000048,3,SKU-1004,Tepung Terigu Segitiga Biru 1kg,2,13500.0,27000.0,0.0,False,NONE
TRX-20260901-000048-004,TRX-20260901-000048,4,SKU-1011,Sarden ABC Saus Tomat 155g,2,12000.0,24000.0,0.0,False,NONE
TRX-20260901-000048-005,TRX-20260901-000048,5,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000048-006,TRX-20260901-000048,6,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260901-000049-001,TRX-20260901-000049,1,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000050-001,TRX-20260901-000050,1,SKU-3001,Air Mineral Aqua 600ml,1,4000.0,4000.0,0.0,False,NONE
TRX-20260902-000051-001,TRX-20260902-000051,1,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260902-000051-002,TRX-20260902-000051,2,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260902-000052-001,TRX-20260902-000052,1,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260902-000052-002,TRX-20260902-000052,2,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260902-000052-003,TRX-20260902-000052,3,SKU-3095,UNKNOWN PRODUCT,2,8000.0,16000.0,0.0,False,TYPO_SKU
TRX-20260902-000052-004,TRX-20260902-000052,4,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260902-000052-005,TRX-20260902-000052,5,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260902-000052-006,TRX-20260902-000052,6,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260902-000052-007,TRX-20260902-000052,7,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260902-000052-008,TRX-20260902-000052,8,SKU-3004,Kopi Kapal Api Spesial Mix 10s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260902-000052-009,TRX-20260902-000052,9,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260902-000053-001,TRX-20260902-000053,1,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260902-000053-002,TRX-20260902-000053,2,SKU-5003,Sabun Cuci Piring Sunlight 650ml,1,15500.0,15500.0,0.0,False,NONE
TRX-20260902-000053-003,TRX-20260902-000053,3,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,1,24000.0,24000.0,0.0,False,NONE
TRX-20260902-000053-004,TRX-20260902-000053,4,SKU-4002,Shampoo Sunsilk Black Shine 160ml,1,26000.0,26000.0,0.0,False,NONE
TRX-20260902-000053-005,TRX-20260902-000053,5,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,False,NONE
TRX-20260902-000053-006,TRX-20260902-000053,6,SKU-3009,Oreo Original Roll 133g,2,11000.0,22000.0,0.0,False,NONE
TRX-20260902-000054-001,TRX-20260902-000054,1,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260902-000054-002,TRX-20260902-000054,2,SKU-2007,Sari Roti Tawar Spesial,1,16500.0,16500.0,0.0,False,NONE
TRX-20260902-000055-001,TRX-20260902-000055,1,SKU-1001,Beras Pandan Wangi 5kg,2,78500.0,157000.0,0.0,False,NONE
TRX-20260902-000055-001_DUP,TRX-20260902-000055,2,SKU-1001,Beras Pandan Wangi 5kg,1,78500.0,78500.0,0.0,False,DOUBLE_SCAN
TRX-20260902-000055-003,TRX-20260902-000055,3,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260902-000055-004,TRX-20260902-000055,4,SKU-5001,Deterjen Rinso Anti Noda 770g,2,23000.0,46000.0,0.0,False,NONE
TRX-20260902-000055-005,TRX-20260902-000055,5,SKU-1005,Garam Dapur Cap Kapal 250g,3,5000.0,15000.0,0.0,False,NONE
TRX-20260902-000055-006,TRX-20260902-000055,6,SKU-1012,Kornet Sapi Pronas 198g,1,26000.0,26000.0,0.0,False,TYPO_SKU
TRX-20260902-000055-007,TRX-20260902-000055,7,SKU-1006,Kecap Manis Bango 520ml,1,25500.0,25500.0,0.0,False,NONE
TRX-20260902-000055-008,TRX-20260902-000055,8,SKU-1003,Gula Pasir Gulaku 1kg,3,17500.0,52500.0,0.0,False,NONE
TRX-20260902-000055-009,TRX-20260902-000055,9,SKU-5006,Baterai ABC Alkaline AA 4s,2,21000.0,42000.0,0.0,False,NONE
TRX-20260902-000055-010,TRX-20260902-000055,10,SKU-1007,Saus Sambal ABC 335ml,2,17500.0,35000.0,0.0,False,NONE
TRX-20260902-000055-011,TRX-20260902-000055,11,SKU-1006,Kecap Manis Bango 520ml,2,25500.0,51000.0,0.0,False,NONE
TRX-20260902-000055-012,TRX-20260902-000055,12,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,False,NONE
TRX-20260902-000055-013,TRX-20260902-000055,13,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,1,24000.0,24000.0,0.0,False,NONE
TRX-20260902-000055-014,TRX-20260902-000055,14,SKU-4005,Rexona Deodorant Roll On 45ml,2,20500.0,41000.0,0.0,False,NONE
TRX-20260902-000055-015,TRX-20260902-000055,15,SKU-5004,Pembersih Lantai Super Pell 770ml,5,14500.0,72500.0,0.0,False,NONE
TRX-20260902-000055-016,TRX-20260902-000055,16,SKU-1012,Kornet Sapi Pronas 198g,2,26000.0,52000.0,0.0,False,NONE
TRX-20260902-000055-017,TRX-20260902-000055,17,SKU-1011,Sarden ABC Saus Tomat 155g,5,12000.0,60000.0,0.0,False,NONE
TRX-20260902-000055-018,TRX-20260902-000055,18,SKU-1010,Sedaap Mie Goreng 90g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260902-000055-019,TRX-20260902-000055,19,SKU-4002,Shampoo Sunsilk Black Shine 160ml,1,26000.0,26000.0,0.0,True,VOID_ITEM
TRX-20260902-000055-020,TRX-20260902-000055,20,SKU-4003,Pasta Gigi Pepsodent 190g,2,17000.0,34000.0,0.0,False,NONE
TRX-20260902-000055-021,TRX-20260902-000055,21,SKU-4006,Paseo Facial Tissue 250 Sheets,3,16500.0,49500.0,0.0,False,NONE
TRX-20260902-000056-001,TRX-20260902-000056,1,SKU-5005,Baygon Obat Nyamuk Semprot 600ml,1,42000.0,42000.0,0.0,False,NONE
TRX-20260902-000056-002,TRX-20260902-000056,2,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260902-000056-003,TRX-20260902-000056,3,SKU-4003,Pasta Gigi Pepsodent 190g,1,17000.0,17000.0,0.0,False,NONE
TRX-20260902-000056-004,TRX-20260902-000056,4,SKU-4002,Shampoo Sunsilk Black Shine 160ml,1,26000.0,26000.0,0.0,False,NONE
TRX-20260902-000056-005,TRX-20260902-000056,5,SKU-5001,Deterjen Rinso Anti Noda 770g,5,23000.0,115000.0,0.0,False,NONE
TRX-20260902-000056-006,TRX-20260902-000056,6,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260902-000056-007,TRX-20260902-000056,7,SKU-1006,Kecap Manis Bango 520ml,5,25500.0,127500.0,0.0,False,NONE
TRX-20260902-000056-008,TRX-20260902-000056,8,SKU-1007,Saus Sambal ABC 335ml,5,17500.0,87500.0,0.0,False,NONE
TRX-20260902-000056-009,TRX-20260902-000056,9,SKU-4007,Minyak Telon My Baby 90ml,5,28000.0,140000.0,0.0,False,NONE
TRX-20260902-000056-010,TRX-20260902-000056,10,SKU-4006,Paseo Facial Tissue 250 Sheets,3,16500.0,49500.0,0.0,False,NONE
TRX-20260902-000056-011,TRX-20260902-000056,11,SKU-1010,Sedaap Mie Goreng 90g,2,3400.0,6800.0,0.0,True,VOID_ITEM
TRX-20260902-000056-012,TRX-20260902-000056,12,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260902-000056-013,TRX-20260902-000056,13,SKU-5003,Sabun Cuci Piring Sunlight 650ml,3,15500.0,46500.0,0.0,False,NONE
TRX-20260902-000056-014,TRX-20260902-000056,14,SKU-5004,Pembersih Lantai Super Pell 770ml,2,14500.0,29000.0,0.0,False,NONE
TRX-20260902-000056-015,TRX-20260902-000056,15,SKU-1003,Gula Pasir Gulaku 1kg,5,17500.0,87500.0,0.0,False,NONE
TRX-20260902-000056-016,TRX-20260902-000056,16,SKU-1011,Sarden ABC Saus Tomat 155g,3,12000.0,36000.0,0.0,False,NONE
TRX-20260902-000056-017,TRX-20260902-000056,17,SKU-1001,Beras Pandan Wangi 5kg,1,78500.0,78500.0,0.0,False,NONE
TRX-20260902-000056-018,TRX-20260902-000056,18,SKU-1012,Kornet Sapi Pronas 198g,3,26000.0,78000.0,0.0,False,NONE
TRX-20260902-000056-019,TRX-20260902-000056,19,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260902-000057-001,TRX-20260902-000057,1,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260902-000057-002,TRX-20260902-000057,2,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260902-000057-003,TRX-20260902-000057,3,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260902-000057-004,TRX-20260902-000057,4,SKU-1009,Indomie Kuah Ayam Bawang 69g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260902-000057-005,TRX-20260902-000057,5,SKU-3008,Taro Net Seaweed 65g,2,9800.0,19600.0,0.0,False,NONE
TRX-20260902-000057-006,TRX-20260902-000057,6,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260902-000058-001,TRX-20260902-000058,1,SKU-2008,Sari Roti Sobek Cokelat,1,19500.0,19500.0,0.0,False,NONE
TRX-20260902-000058-002,TRX-20260902-000058,2,SKU-2007,Sari Roti Tawar Spesial,1,16500.0,16500.0,0.0,False,NONE
TRX-20260902-000059-001,TRX-20260902-000059,1,SKU-2008,Sari Roti Sobek Cokelat,1,19500.0,19500.0,0.0,False,NONE
TRX-20260902-000059-002,TRX-20260902-000059,2,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260902-000059-003,TRX-20260902-000059,3,SKU-3010,SilverQueen Cokelat Mede 58g,1,17000.0,17000.0,0.0,False,NONE
TRX-20260902-000060-001,TRX-20260902-000060,1,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,1,27500.0,27500.0,0.0,False,NONE
TRX-20260902-000060-002,TRX-20260902-000060,2,SKU-5006,Baterai ABC Alkaline AA 4s,1,21000.0,21000.0,0.0,False,NONE
TRX-20260902-000060-003,TRX-20260902-000060,3,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260902-000060-004,TRX-20260902-000060,4,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
